Kreis	Gemeinde	Typ	Hersteller	Nabenhöhe	Rotordurchmesser	Schallleistung	Leistung	Leistungsbezug	Ostwert	Nordwert	Genehmigt_am	Inbetriebnahme	Status	BST_Nr	ANL_Nr	Datendatum	Datenquelle	Status Art	Leistungseinheit	UTM Zone	Laengengrad_Dezimal	Breitengrad_Dezimal	Laengengrad	Breitenengrad
Dithmarschen	Süderdeich	WKA Enercon E-70 E4	Enercon	64	71	97,5	2300	kW Nennleist. Rotor.	492787	6004698	17092010	30062011	in Betrieb	51109505151	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.19027742711473	8.889456345585254	54:11:25.0	8:53:22.0
Dithmarschen	Süderdeich	WKA Enercon E-70 E4	Enercon	64	71	104,5 dB(A)/97,5 dB(A)	2300	kW Nennleist. Rotor.	493257	6004708	19102011	24022012	in Betrieb	51109505152	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.19037369725625	8.89665914664039	54:11:25.3	8:53:48.0
Dithmarschen	Süderdeich	WKA Enercon E-70 E4	Enercon	64	71	97,5	2300	kW Nennleist. Rotor.	493018	6004670	17092010	30062011	in Betrieb	51109505152	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.190028970261025	8.89299720540728	54:11:24.1	8:53:34.8
Dithmarschen	Süderdeich	WKA Enercon E-82 E2	Enercon	85	82	104,5/104	2300	kW Nennleist. Rotor.	492668	6006697	19102012	8052014	in Betrieb	51109505153	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.208241953276364	8.887583849924896	54:12:29.7	8:53:15.3
Dithmarschen	Süderdeich	WKA Enercon E-82 E2	Enercon	85	82	104,5 dB(A)/104,5 dB(A)	2300	kW Nennleist. Rotor.	492936	6005589	24072013	16062014	in Betrieb	51109505157	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.19828746056879	8.89171892850858	54:11:53.8	8:53:30.2
Dithmarschen	Süderdeich	Enercon E-70	Enercon	85	71	104,5 dB(A)/101,8 dB(A)	2300	kW Nennleist. Rotor.	494935	6004580	1062015	11032016	in Betrieb	51109505158	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.189242595861465	8.92237771101429	54:11:21.3	8:55:20.6
Dithmarschen	Süderdeich	Enercon E-92	Enercon	85	92	105,0dB(A)/102,0 dB(A)	2350	kW Nennleist. Rotor.	494940	6005063	1062015	29032016	in Betrieb	51109505159	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.193583666314815	8.92244621172941	54:11:36.9	8:55:20.8
Dithmarschen	Süderdeich	Enercon E-92	Enercon	85	92	105,0dB(A)/102,0 dB(A)	2350	kW Nennleist. Rotor.	495206	6005134	1062015	29032016	in Betrieb	51109505159	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.19422434262414	8.926522014404854	54:11:39.2	8:55:35.5
Dithmarschen	Süderdeich	Enercon E-92	Enercon	85	92	105,0dB(A)/102,0 dB(A)	2350	kW Nennleist. Rotor.	495468	6005216	1062015	29032016	in Betrieb	51109505159	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	54.19496370947939	8.930536468289635	54:11:41.9	8:55:49.9
Dithmarschen	Süderhastedt	WKA Vestas V150 6.000	Vestas	105	150	HZ /dB(A) | 63/81,5 | 125/89,2 | 250/93,9 | 500/95,6 | 1000/94,5 | 2000/90,3 | 4000/83,2 | 8000/ | SLP=100,5 dB(A)	6000	kW Nennleist. Rotor.	515700	5991532			im Gen.Verf.	51110000001	0001	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.07175658121054	9.239926515362566	54:4:18.3	9:14:23.7
Dithmarschen	Eggstedt	WKA Vestas V150 6000	Vestas	125	150	HZ /dB(A) | 63/82 | 125/89,7 | 250/94,5 | 500/96,3 | 1000/95,1 | 2000/91 | 4000/83,9 | 8000/ | SLP=101,1 dB(A)	6000	kW Nennleist. Rotor.	515771	5991178			im Gen.Verf.	51110000001	0002	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.06857275531948	9.240993097866145	54:4:6.9	9:14:27.6
Dithmarschen	Eggstedt	WKA Vestas V150 6000	Vestas	125	150	HZ /dB(A) | 63/83,9 | 125/91,6 | 250/96,4 | 500/98,2 | 1000/97 | 2000/92,9 | 4000/85,5 | 8000/ | SLP=103 dB(A)	6000	kW Nennleist. Rotor.	516182	5991230			im Gen.Verf.	51110000001	0003	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.06902737246163	9.247276209311963	54:4:8.5	9:14:50.2
Dithmarschen	Süderhastedt	WKA Vestas V162 6000	Vestas	119	162	"HZ /dB(A) | 63/80,8 | 125/88,4 | 250/93,1 | 500/94,8 | 1000/93,7 | 2000/89,5 | 4000/82,5 | 8000/ | SLP=99,7 dB(A)	"	6000	kW Nennleist. Rotor.	514677	5990422			im Gen.Verf.	51110000001	0004	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.06181034245075	9.224239469345118	54:3:42.5	9:13:27.3
Dithmarschen	Süderhastedt	WKA Vestas V150 6000	Vestas	125	150	HZ /dB(A) | 63/82,5 | 125/90,2 | 250/95 | 500/96,8 | 1000/95,6 | 2000/91,5 | 4000/84,4 | 8000/ | SLP=101,6 dB(A)	6000	kW Nennleist. Rotor.	514916	5989761			im Gen.Verf.	51110000001	0005	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.055862572499976	9.227858433043929	54:3:21.1	9:13:40.3
Dithmarschen	Süderhastedt	WKA Vestas V150	Vestas	105	150	"HZ /dB(A) | 63/82,5 | 125/90,2 | 250/95 | 500/96,8 | 1000/95,6 | 2000/91,5 | 4000/84,4 | 8000/ | SLP=101,6 dB(A)										
"	6000	kW Nennleist. Rotor.	515142	5989449			im Gen.Verf.	51110000001	0006	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.05305180131028	9.231295226326536	54:3:11.0	9:13:52.7
Dithmarschen	Eggstedt	WKA V150 6000	Vestas	105	150	"HZ /dB(A) | 63/82,5 | 125/90,2 | 250/95 | 500/96,8 | 1000/95,6 | 2000/91,5 | 4000/84,4 | 8000/ | SLP=101,6 dB(A)										
"	6000	kW Nennleist. Rotor.	515548	5989837			im Gen.Verf.	51110000001	0007	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.056526965963556	9.237516740254835	54:3:23.5	9:14:15.1
Dithmarschen	Süderhastedt	Repower MM 82 2,0 MW	REpower	80	82	106,8 dB(A)/ 99,5 dB(A)	2000	kW Nennleist. Rotor.	515537	5991485	23072004	28122004	in Betrieb	51110509044	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.071339099616665	9.237433172128425	54:4:16.8	9:14:14.8
Dithmarschen	Süderhastedt	WKA Enercon E-70 E4	Enercon	85	71	105,5 dB(A)/103,3 dB(A)	2300	kW Nennleist. Rotor.	515585	5991694	28092010	30122011	in Betrieb	51110509047	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.07321608548239	9.238177442144055	54:4:23.6	9:14:17.4
Dithmarschen	Wöhrden	Vestas V47/660	Vestas	65	47	100,7 dB(A)	660	kW Nennleist. Rotor.	497905	6001634	4072000	31121899	in Betrieb	51113000006	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.16278570359565	8.967914130104905	54:9:46.0	8:58:4.5
Dithmarschen	Wöhrden	Vestas V47/660	Vestas	65	47	100,9 dB(A)	660	kW Nennleist. Rotor.	498018	6001837	4072000	31121899	in Betrieb	51113000006	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.16461064922876	8.96964344039214	54:9:52.6	8:58:10.7
Dithmarschen	Wöhrden	Vestas V47	Vestas	60	47	100,7 dB(A)	660	kW Nennleist. Rotor.	500942	6003070	26031998	4011999	in Betrieb	51113000008	0005	3012023	LLUR SH, Abtl. 7	aktiv		32	54.17569539703084	9.01443164708143	54:10:32.5	9:0:52.0
Dithmarschen	Wöhrden	Vestas V47	Vestas	60	47	100,7 dB(A)	660	kW Nennleist. Rotor.	501060	6002928	26031998	4011999	in Betrieb	51113000008	0006	3012023	LLUR SH, Abtl. 7	aktiv		32	54.174418920036366	9.016238933018554	54:10:27.9	9:0:58.5
Dithmarschen	Wöhrden	Vestas V47	Vestas	60	47	100,7 dB(A)	660	kW Nennleist. Rotor.	501543	6003301	26031998	4011999	in Betrieb	51113000008	0008	3012023	LLUR SH, Abtl. 7	aktiv		32	54.177770089316056	9.023640282456698	54:10:40.0	9:1:25.1
Dithmarschen	Wöhrden	Vestas V47	Vestas	60	47	100,7 dB(A)	660	kW Nennleist. Rotor.	501618	6003174	26031998	4011999	in Betrieb	51113000008	0009	3012023	LLUR SH, Abtl. 7	aktiv		32	54.17662842676283	9.024788673765416	54:10:35.9	9:1:29.2
Dithmarschen	Wöhrden	Vestas V47	Vestas	60	47	100,7 dB(A)	660	kW Nennleist. Rotor.	500964	6003539	26031998	4011999	in Betrieb	51113000008	0010	3012023	LLUR SH, Abtl. 7	aktiv		32	54.17991056389354	9.014770193784777	54:10:47.7	9:0:53.2
Dithmarschen	Wöhrden	Vestas V47	Vestas	60	47	100,7 dB(A)	660	kW Nennleist. Rotor.	500858	6003216	26031998	4011999	in Betrieb	51113000008	0011	3012023	LLUR SH, Abtl. 7	aktiv		32	54.177007741526474	9.013145164744506	54:10:37.2	9:0:47.3
Dithmarschen	Wöhrden	Vestas V47	Vestas	60	47	100,7 dB(A)	660	kW Nennleist. Rotor.	501455	6003531	26031998	4011999	in Betrieb	51113000008	0013	3012023	LLUR SH, Abtl. 7	aktiv		32	54.1798375053729	9.022293147482435	54:10:47.4	9:1:20.3
Dithmarschen	Wesselburener Deichhausen	WKA 1 Enercon E126 EP3	Enercon	116	127	106,1 dB(A) / 94,4 dB(A)	4000	kW Nennleist. Rotor.	497289	6002164			im Gen.Verf.	51113000010	0001	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.1675462839388	8.958475045378938	54:10:3.2	8:57:30.5
Dithmarschen	Wöhrden	WKA 2 Enercon E126 EP3	Enercon	116	127	106,1 dB(A) / 94,4 dB(A)	4000	kW Nennleist. Rotor.	497118	6001866			im Gen.Verf.	51113000010	0002	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.16486702832046	8.95585865435477	54:9:53.5	8:57:21.1
Dithmarschen	Wöhrden	WKA1 Vestas V162-6.2	Vestas	119	162	"HZ /dB(A) | 63/83,3 | 125/91 | 250/95,8 | 500/97,5 | 1000/96,4 | 2000/92,3 | 4000/85,2 | 8000/ | SLP=102,4 dB(A)		106,0 dB)(A)							
					

"	6200	kW Nennleist. Rotor.	501293	6003471	22062020		vor Inbetriebnahme	51113000011	0001	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.17929868035216	9.01981076627961	54:10:45.5	9:1:11.3
Dithmarschen	Wöhrden	WKA2 Vestas V162-6.2	Vestas	119	162	"HZ /dB(A) | 63/80,8 | 125/88,5 | 250/93,3 | 500/95,1 | 1000/93,9 | 2000/89,9 | 4000/82,6 | 8000/ | SLP=99,9 dB(A)		106,0 dB(A)								

"	6200	kW Nennleist. Rotor.	500973	6003123	22062020		vor Inbetriebnahme	51113000011	0002	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.17617168477644	9.014906745165755	54:10:34.2	9:0:53.7
Dithmarschen	Wöhrden	WKA4 Vestas V162-6.2	Vestas	119	162	"HZ /dB(A) | 63/80,5 | 125/88,2 | 250/93 | 500/94,8 | 1000/93,6 | 2000/89,5 | 4000/82,3 | 8000/ | SLP=99,6 dB(A)	106,0 dB(A)									

"	6200	kW Nennleist. Rotor.	501149	6002793	22062020		vor Inbetriebnahme	51113000011	0004	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.173205394998696	9.017601875384093	54:10:23.5	9:1:3.4
Dithmarschen	Wöhrden	WKA5 Vestas V162-6.2	Vestas	119	162	"HZ /dB(A) | 63/83,6 | 125/91,3 | 250/96,1 | 500/97,8 | 1000/96,7 | 2000/92,6 | 4000/85,5 | 8000/ | SLP=102,7 dB(A)	106,0 dB(A)									
"	6200	kW Nennleist. Rotor.	501588	6002776	22062020		vor Inbetriebnahme	51113000011	0005	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.17305143431832	9.024326957733903	54:10:23.0	9:1:27.6
Dithmarschen	Wöhrden	WKA6 Vestas V162-6.2	Vestas	119	162	"HZ /dB(A) | 63/82,2 | 125/89,9 | 250/94,7 | 500/96,4 | 1000/95,3 | 2000/91,1 | 4000/84,1 | 8000/ | SLP=101,3 dB(A)	106,0 dB(A)									

"	6200	kW Nennleist. Rotor.	501480	6002362	22062020		vor Inbetriebnahme	51113000011	0006	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.16933086618241	9.022670445079115	54:10:9.6	9:1:21.6
Dithmarschen	Wöhrden	WKA7 Vestas V162-6.2	Vestas	119	162	"HZ /dB(A) | 63/81,4 | 125/89,2 | 250/93,9 | 500/95,6 | 1000/94,5 | 2000/90,3 | 4000/83,3 | 8000/ | SLP=100,5 dB(A)	106,0dB(A)									

"	6200	kW Nennleist. Rotor.	501343	6001960	22062020		vor Inbetriebnahme	51113000011	0007	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.16571820161888	9.020570104959205	54:9:56.6	9:1:14.1
Dithmarschen	Wöhrden	Enercon E-126 EP3 4 MW	Enercon	86	127	"HZ /dB(A) | 63/85,8 | 125/91,5 | 250/94,4 | 500/96,4 | 1000/96,1 | 2000/93,5 | 4000/84,6 | 8000/ | SLP=101,9 dB(A) 	107,8 dB(A)									

"	4000	kW Nennleist. Rotor.	501399	6001464	5092019	28092021	in Betrieb	51113000012	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.161260167315405	9.021425527723979	54:9:40.5	9:1:17.1
Dithmarschen	Wöhrden	WKA Enercon E115 EP3 E3	Enercon	92	115,71	"HZ /dB(A) | 63/78,4 | 125/83,6 | 250/86,2 | 500/88 | 1000/89,2 | 2000/90,2 | 4000/86,2 | 8000/ | SLP=95,6 dB(A)	104,8 dB(A)									
"	4200	kW Nennleist. Rotor.	502065	6000275	28092021		vor Inbetriebnahme	51113000016	0001	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.15057156750769	9.031617096080069	54:9:2.1	9:1:53.8
Dithmarschen	Wöhrden	WKA Enercon E-115 EP3 E4	Enercon	92	115,71	"HZ /dB(A) | 63/83,3 | 125/89,9 | 250/94,2 | 500/97,4 | 1000/97,4 | 2000/95,5 | 4000/87,4 | 8000/ | SLP=102,8 dB(A)						
"	4260	kW Nennleist. Rotor.	501371	6001055			im Gen.Verf.	51113000017	0001	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.15758428294186	9.02099485027272	54:9:27.3	9:1:15.6
Dithmarschen	Wöhrden	WKA Vestas V112	Vestas	94	112	106,5 dB(A) / 102,5 dB(A)	3300	kW Nennleist. Rotor.	502126	5999998	13022015	4122015	in Betrieb	51113000018	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.148081728164094	9.032549110521503	54:8:53.1	9:1:57.2
Dithmarschen	Wöhrden	WKA Vestas V112	Vestas	94	112	106,5 dB(A) / 104,5 dB(A)	3300	kW Nennleist. Rotor.	502081	5999537	13022015	1122015	in Betrieb	51113000018	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	54.14393858439503	9.031856978903352	54:8:38.2	9:1:54.7
Dithmarschen	Wöhrden	WKA3 Vestas V162-6.2	Vestas	119	162	"HZ /dB(A) | 63/83,9 | 125/91,6 | 250/96,4 | 500/98,1 | 1000/97 | 2000/92,9 | 4000/85,8 | 8000/ | SLP=103 dB(A)	106,0 dB(A)								
"	6200	kW Nennleist. Rotor.	501485	6003139	22062020		vor Inbetriebnahme	51113000019	0003	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.176314261062515	9.022750866197939	54:10:34.7	9:1:21.9
Dithmarschen	Wöhrden	WKA V162-6.2	Vestas	119	162	"HZ /dB(A) | 63/82,4 | 125/90,1 | 250/94,9 | 500/96,6 | 1000/95,5 | 2000/91,3 | 4000/84,3 | 8000/74,2 | SLP=101,5 dB(A)	 106,5dB(A)									
"	6200	kW Nennleist. Rotor.	500868	6003497	21112022		vor Inbetriebnahme	51113000020	0001	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.17953325409798	9.013299182046689	54:10:46.3	9:0:47.9
Dithmarschen	Wöhrden	Vestas V-47/660 kW	Vestas	60	47	100,7	660	kW Nennleist. Rotor.	501469	6002244	3041998	18011999	in Betrieb	51113069103	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	54.16827035356461	9.02250137303464	54:10:5.8	9:1:21.0
Dithmarschen	Wöhrden	Vestas V-47/660 kW	Vestas	60	47	100,7	660	kW Nennleist. Rotor.	501711	6002406	3041998	18011999	in Betrieb	51113069103	0004	3012023	LLUR SH, Abtl. 7	aktiv		32	54.16972560529816	9.026209122233425	54:10:11.0	9:1:34.4
Dithmarschen	Wöhrden	Vestas V-47/660 kW	Vestas	60	47	100,7	660	kW Nennleist. Rotor.	501244	6002022	3041998	19011999	in Betrieb	51113069103	0005	3012023	LLUR SH, Abtl. 7	aktiv		32	54.166275686421116	9.019054024231203	54:9:58.6	9:1:8.6
Dithmarschen	Wöhrden	Vestas V-47/660 kW	Vestas	60	47	100,7	660	kW Nennleist. Rotor.	501573	6002065	3041998	18011999	in Betrieb	51113069103	0006	3012023	LLUR SH, Abtl. 7	aktiv		32	54.16666125343067	9.024093455697798	54:9:60.0	9:1:26.7
Dithmarschen	Wöhrden	Vestas V-47/660 kW	Vestas	60	47	100,7	660	kW Nennleist. Rotor.	501032	6001777	3031998	19011999	in Betrieb	51113069103	0007	3012023	LLUR SH, Abtl. 7	aktiv		32	54.16407417754241	9.015806036296338	54:9:50.7	9:0:56.9
Dithmarschen	Wöhrden	Vestas V-47/660 kW	Vestas	60	47	100,7	660	kW Nennleist. Rotor.	501308	6001852	3031998	20011999	in Betrieb	51113069103	0008	3012023	LLUR SH, Abtl. 7	aktiv		32	54.16474762380314	9.02003355740655	54:9:53.1	9:1:12.1
Dithmarschen	Wöhrden	Vestas V-47/660 kW	Vestas	60	47	100,7	660	kW Nennleist. Rotor.	501518	6001832	3031998	22011999	in Betrieb	51113069103	0009	3012023	LLUR SH, Abtl. 7	aktiv		32	54.16456729246198	9.02324985319358	54:9:52.4	9:1:23.7
Dithmarschen	Wöhrden	Vestas V-47/660 kW	Vestas	60	47	100,7	660	kW Nennleist. Rotor.	501134	6001648	3031998	19011999	in Betrieb	51113069103	0010	3012023	LLUR SH, Abtl. 7	aktiv		32	54.16291455281535	9.017367775215199	54:9:46.5	9:1:2.5
Dithmarschen	Wöhrden	Vestas V-47/660	Vestas	65	65	102	660	kW Nennleist. Rotor.	498013	6001492	2122004	31082007	in Betrieb	51113418388	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.161509883447096	8.969569134942773	54:9:41.4	8:58:10.4
Dithmarschen	Wöhrden	Vestas V-44/600	Vestas	52	44	103	600	kW Nennleist. Rotor.	498875	6001082	17121996	31121899	in Betrieb	51113512551	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.15782754811962	8.98277217723478	54:9:28.2	8:58:58.0
Dithmarschen	Wöhrden	Vestas V-44/600	Vestas	52	44	103	600	kW Nennleist. Rotor.	499113	6001188	17121996	31121899	in Betrieb	51113512551	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.1587807083302	8.986416506762131	54:9:31.6	8:59:11.1
Dithmarschen	Wöhrden	Vestas V-44/600	Vestas	52	44	103	600	kW Nennleist. Rotor.	499100	6000970	17121996	31121899	in Betrieb	51113512551	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	54.15682137151626	8.986218076093477	54:9:24.6	8:59:10.4
Dithmarschen	Wöhrden	Vestas V-44/600	Vestas	52	44	103	600	kW Nennleist. Rotor.	499349	6001187	17121996	31121899	in Betrieb	51113512551	0004	3012023	LLUR SH, Abtl. 7	aktiv		32	54.1587720740632	8.99003060626243	54:9:31.6	8:59:24.1
Dithmarschen	Wöhrden	Vestas V47/660	Vestas	65	47	100,7	660	kW Nennleist. Rotor.	501033	6002690	3062002	20022004	in Betrieb	51113512553	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.17227991287785	9.0158244833582	54:10:20.2	9:0:57.0
Dithmarschen	Wöhrden	Vestas V47/660	Vestas	65	47	100,7	660	kW Nennleist. Rotor.	501290	6002829	3062002	20022004	in Betrieb	51113512553	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.17352861559864	9.019762050738011	54:10:24.7	9:1:11.1
Dithmarschen	Wöhrden	Vestas V 52	Vestas	65	52	101,2	850	kW Nennleist. Rotor.	500601	6003649	5092002	1122003	in Betrieb	51113512554	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.18089975851736	9.00920860819704	54:10:51.2	9:0:33.2
Dithmarschen	Wöhrden	Vestas V52	Vestas	65	52	101,2	850	kW Nennleist. Rotor.	498078	6001637	2122004	21122004	in Betrieb	51113512559	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.162813343352724	8.970563683591743	54:9:46.1	8:58:14.0
Dithmarschen	Wöhrden	AN Bonus	AN BONUS	30	23	101	150	kW Nennleist. Rotor.	500560	6001081	14071993	31121899	in Betrieb	51113512560	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.15781948736665	9.008575625635117	54:9:28.2	9:0:30.9
Dithmarschen	Wöhrden	Vestas V52	Vestas	70	52	101,5	850	kW Nennleist. Rotor.	501557	6002991	30032006	10122006	in Betrieb	51113512562	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.17498387510321	9.0238531730127	54:10:29.9	9:1:25.9
Dithmarschen	Norderwöhrden	Vestas V80	Vestas	60	80	101	2000	kW Nennleist. Rotor.	501177	6003817	25072007	9072008	in Betrieb	51113512563	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.18240868470296	9.018034819454611	54:10:56.7	9:1:4.9
Dithmarschen	Wöhrden	Enercon E-70 2,3 MW	Enercon	64	71	99	2300	kW Nennleist. Rotor.	501104	6002386	2082007	22012009	in Betrieb	51113512564	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.169547516442854	9.016911014895978	54:10:10.4	9:1:0.9
Dithmarschen	Wöhrden	Enercon E-70 2,3 MW	Enercon	64	71	98,5	2300	kW Nennleist. Rotor.	500996	6002124	2082007	6022009	in Betrieb	51113512564	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.16719296942726	9.01525581019425	54:10:1.9	9:0:54.9
Dithmarschen	Wöhrden	Enercon E-70 2,3 MW	Enercon	64	71	99	2300	kW Nennleist. Rotor.	500825	6001904	2082007	19022009	in Betrieb	51113512564	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	54.16521598592633	9.012635987349407	54:9:54.8	9:0:45.5
Dithmarschen	Wöhrden	Enercon E-70	Enercon	64	71	98,7	2300	kW Nennleist. Rotor.	500774	6003461	29122008	29122009	in Betrieb	51113512566	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.17920984918749	9.011858855512447	54:10:45.2	9:0:42.7
Dithmarschen	Wöhrden	Enercon E58/10.58	Enercon	70,5	58	101	1000	kW Nennleist. Rotor.	500588	6003307	26062003	28112003	in Betrieb	51113512566	0004	3012023	LLUR SH, Abtl. 7	aktiv		32	54.177825998114265	9.009008752253244	54:10:40.2	9:0:32.4
Dithmarschen	Norderwöhrden	Vestas V47 	Vestas	65	47	103,9	660	kW Nennleist. Rotor.	501449	6002480	14022007	31122007	in Betrieb	51113512567	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.170391498654034	9.022196158910598	54:10:13.4	9:1:19.9
Dithmarschen	Norderwöhrden	Enercon E-70/E4 2,3 MW	Enercon	64	71	104,5	2300	kW Nennleist. Rotor.	501154	6003195	24112008	1022013	in Betrieb	51113512568	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.17681842059891	9.017680012668013	54:10:36.5	9:1:3.6
Dithmarschen	Wöhrden	Enercon  E-70 2,3 MW	Enercon	64	71	99,5	2300	kW Nennleist. Rotor.	501749	6002198	11122008	1022013	in Betrieb	51113512572	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.1678560434155	9.0267899988878	54:10:4.3	9:1:36.4
Dithmarschen	Wöhrden	Enercon E-53	Enercon	73,3	52,9	103,5 dB(A)/103,5 dB(A)	800	kW Nennleist. Rotor.	501082	6001494	28072011	1082012	in Betrieb	51113512580	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.16153056338301	9.016570816339375	54:9:41.5	9:0:59.7
Dithmarschen	Wöhrden	WKA Vestas V112 3.0 MW	Vestas	94	112	106,5 dB(A)/106,5 dB(A)	3000	kW Nennleist. Rotor.	503040	6003141	4092012	28112012	in Betrieb	51113512587	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.176325380855296	9.046574177521075	54:10:34.8	9:2:47.7
Dithmarschen	Wöhrden	WKA Vestas V112 3.0 MW	Vestas	94	112	106,5 dB(A)/106,5 dB(A)	3000	kW Nennleist. Rotor.	503336	6002856	4092012	29112012	in Betrieb	51113512587	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.17376206165604	9.051105871953997	54:10:25.5	9:3:4.0
Dithmarschen	Wöhrden	WKA Vestas V112 3.0 MW	Vestas	94	112	106,5 dB(A)/104,5 dB(A)	3000	kW Nennleist. Rotor.	502881	6002122	4092012	7122012	in Betrieb	51113512587	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	54.16716787618422	9.044128477687085	54:10:1.8	9:2:38.9
Dithmarschen	Wöhrden	WKA Vestas V112 3.0 MW	Vestas	94	112	106,5 dB(A)/106,5 dB(A)	3000	kW Nennleist. Rotor.	503035	6001656	4092012	30112012	in Betrieb	51113512587	0004	3012023	LLUR SH, Abtl. 7	aktiv		32	54.162978736400476	9.04648261103472	54:9:46.7	9:2:47.3
Dithmarschen	Wöhrden	WKA Vestas V112 3.0 MW	Vestas	94	112	106,5 dB(A)/106,5 dB(A)	3000	kW Nennleist. Rotor.	502873	6001098	4092012	11122012	in Betrieb	51113512587	0005	3012023	LLUR SH, Abtl. 7	aktiv		32	54.15796454668965	9.043996177386207	54:9:28.7	9:2:38.4
Dithmarschen	Wöhrden	WKA Vestas V112 3.0 MW	Vestas	94	112	106,5 dB(A)/106,5 dB(A)	3000	kW Nennleist. Rotor.	502918	6000581	4092012	30122012	in Betrieb	51113512587	0006	3012023	LLUR SH, Abtl. 7	aktiv		32	54.15331766211335	9.04468028769073	54:9:11.9	9:2:40.8
Dithmarschen	Wöhrden	WKA Vestas V112 3.0 MW	Vestas	94	112	106,5 dB(A)/106,5 dB(A)	3000	kW Nennleist. Rotor.	502514	6000240	4092012	22122012	in Betrieb	51113512587	0007	3012023	LLUR SH, Abtl. 7	aktiv		32	54.15025499714958	9.038491415855601	54:9:0.9	9:2:18.6
Dithmarschen	Wöhrden	Enercon E70 E4	Enercon	64	71	97,5	2300	kW Nennleist. Rotor.	497566	6001231	23062011	16092012	in Betrieb	51113512588	0004	3012023	LLUR SH, Abtl. 7	aktiv		32	54.15916217609581	8.962725448450698	54:9:33.0	8:57:45.8
Dithmarschen	Wöhrden	WKA Enercon E70 E4	Enercon	64	71	97,5	2300	kW Nennleist. Rotor.	497731	6001806	29042011	23082012	in Betrieb	51113512589	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.164330843341126	8.96524794684357	54:9:51.6	8:57:54.9
Dithmarschen	Wöhrden	WKA Enercon E70 E4	Enercon	64	71	97,5	2300	kW Nennleist. Rotor.	497682	6001595	29042011	6092012	in Betrieb	51113512589	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.162434226093666	8.964499085244107	54:9:44.8	8:57:52.2
