KREIS	Gemeinde	Anlage	Inbetriebnahme	Leistung	Nabenhöhe	Rotordurchmesser	Ostwert	Nordwert	Status
Nordfriesland	Viöl	0007 - WKA 8 REpower 3.2 M 114 - 300455	2013	3200 kW Nennleist. Rotor.	93	114	32510073	6048639	in Betrieb
Nordfriesland	Viöl	0003 - WKA 4 REpower 3.2 M 114 - 300459	2014	3200 kW Nennleist. Rotor.	93	114	32509528	6047972	in Betrieb
Nordfriesland	Viöl	0004 - WKA 5 REpower 3.2 M 114 - 300463	2014	3200 kW Nennleist. Rotor.	93	114	32509774	6048851	in Betrieb
Nordfriesland	Viöl	0005 - WKA 6 REpower 3.2 M 114 - 300454	2014	3200 kW Nennleist. Rotor.	93	114	32509961	6048268	in Betrieb
Nordfriesland	Viöl	0006 - WKA 7 REpower 3.2 M 114 - 300462	2014	3200 kW Nennleist. Rotor.	93	114	32510087	6047886	in Betrieb
Nordfriesland	Viöl	0009 - WKA 10 REpower 3.2 M 114 - 300456	2013	3200 kW Nennleist. Rotor.	93	114	32510596	6047909	in Betrieb
Nordfriesland	Viöl	0008 - WKA 9 REpower 3.2 M 114 - 300458	2013	3200 kW Nennleist. Rotor.	93	114	32510411	6048202	in Betrieb
Nordfriesland	Viöl	0002 - WKA 3 REpower 3.2 M 114 - 300464	2014	3200 kW Nennleist. Rotor.	93	114	32509539	6048334	in Betrieb
Nordfriesland	Vollstedt	0012 - WKA E-70/E4 - 784070	2013	2300 kW Nennleist. Rotor.	64	71	32501401	6053010	in Betrieb
Nordfriesland	Vollstedt	0007 - WKA E-70/E4 - 783835	2012	2300 kW Nennleist. Rotor.	64	70	32503102	6054094	in Betrieb
Nordfriesland	Vollstedt	0006 - WKA E-70/E4 - 783088	2011	2300 kW Nennleist. Rotor.	64	70	32502074	6053780	in Betrieb
Nordfriesland	Vollstedt	0005 - WKA E-70/E4 - 781371	2009	2000 kW Nennleist. Rotor.	64	70	32502819	6053988	in Betrieb
Nordfriesland	Vollstedt	0014 - WKA E-82		2300 kW Nennleist. Rotor.	108	82	32501944	6054011	im Gen.Verf.
Nordfriesland	Vollstedt	0003 - WKA E-70/E4 - 781370	2007	2000 kW Nennleist. Rotor.	64	70	32501879	6053569	in Betrieb
Nordfriesland	Vollstedt	0004 - WKA E-70/E4 - 781369	2007	2000 kW Nennleist. Rotor.	64	70	32502495	6053740	in Betrieb
Nordfriesland	Vollstedt	0011 - WKA E-70/E4 - 784069	2013	2300 kW Nennleist. Rotor.	64	71	32501522	6053414	in Betrieb
Nordfriesland	Vollstedt	0013 - WKA E-82		2300 kW Nennleist. Rotor.	108	82	32502130	6054734	im Gen.Verf.
Nordfriesland	Vollstedt	0002 - WKA 1 Enercon E-70/E4 - 784974	2017	2300 kW Nennleist. Rotor.	64	70	32503534	6052791	in Betrieb
Nordfriesland	Vollstedt	0003 - WKA 2 Enercon E-70/E4 - 784975	2017	2300 kW Nennleist. Rotor.	64	70	32503767	6052908	in Betrieb
Nordfriesland	Vollstedt	0001 - WKA E-66/18.70-3 - 70934	2004	1800 kW Nennleist. Rotor.	65	70	32503798	6053417	in Betrieb
Nordfriesland	Vollstedt	0002 - WKA E-66/18.70-2 - 70933	2002	1800 kW Nennleist. Rotor.	65	70	32504126	6053258	in Betrieb
Nordfriesland	Vollstedt	0003 - WKA E-66/18.70-2 - 701753	2004	1800 kW Nennleist. Rotor.	65	70	32504019	6052897	in Betrieb
Nordfriesland	Vollstedt	0001 - WKA E-66/18.70	2004	1800 kW Nennleist. Rotor.	65	70	32503585	6053710	in Betrieb
Nordfriesland	Vollstedt	0002 - WKA MD 70 - Nr.70.308	2003	1500 kW Nennleist. Rotor.	65	70	32504162	6053807	in Betrieb
Nordfriesland	Vollstedt	0001 - WKA MD 70	2003	1500 kW Nennleist. Rotor.	65	70	32503849	6053899	in Betrieb
Nordfriesland	Vollstedt	0001 - WKA MD 70	2003	1500 kW Nennleist. Rotor.	65	70	32504461	6053729	in Betrieb
Nordfriesland	Vollstedt	0002 - WKA MM 70	2003	2000 kW Nennleist. Rotor.	65	70	32503477	6053255	in Betrieb
Nordfriesland	Vollstedt	0004 - WKA Enercon E-70/E4 - 783833	2012	2300 kW Nennleist. Rotor.	64	70	32502341	6053976	in Betrieb
Nordfriesland	Vollstedt	0005 - WKA Enercon E-70/E4 - 783834	2013	2300 kW Nennleist. Rotor.	64	70	32501616	6053678	in Betrieb
Nordfriesland	Vollstedt	0006 - WKA Enercon E-70/E4 - 784276	2013	2300 kW Nennleist. Rotor.	64	71	32502225	6053585	in Betrieb
Nordfriesland	Vollstedt	0002 - WKA Enercon E-70/E4 - 781931	2009	2300 kW Nennleist. Rotor.	64	70	32503931	6053116	in Betrieb
Nordfriesland	Vollstedt	0003 - WKA Enercon E-70/E4 - 783832	2012	2300 kW Nennleist. Rotor.	64	71	32503260	6053037	in Betrieb
Nordfriesland	Vollstedt	0001 - WKA Enercon E-70/E4 - 781932	2009	2300 kW Nennleist. Rotor.	64	70	32504040	6053551	in Betrieb
Nordfriesland	Vollstedt	0003 - WKA 3 Enercon E-70/E4 - 2,3 MW - 784376	2014	2300 kW Nennleist. Rotor.	64	71	32504318	6052686	in Betrieb
Nordfriesland	Vollstedt	0008 - WKA 8 Enercon E-70/E4 - 2,3 MW - 784380	2014	2300 kW Nennleist. Rotor.	64	71	32504563	6053414	in Betrieb
Nordfriesland	Vollstedt	0005 - WKA 5 Enercon E-70/E4 - 2,3 MW - 784377	2014	2300 kW Nennleist. Rotor.	64	71	32504376	6053219	in Betrieb
Nordfriesland	Vollstedt	0009 - WKA 9 Enercon E-70/E4 - 2,3 MW - 784381	2014	2300 kW Nennleist. Rotor.	64	71	32504701	6053866	in Betrieb
Nordfriesland	Wester-Ohrstedt	0001 - WKA Typ REpower MD 70-1500 kW	2003	1500 kW Nennleist. Rotor.	65	70	32510944	6039141	in Betrieb
Nordfriesland	Wester-Ohrstedt	0006 - WKA 2 Senvion 3.4M114NES		3400 kW Nennleist. Rotor.	93	114	32511204	6038880	im Gen.Verf.
Nordfriesland	Wester-Ohrstedt	0003 - WKA Typ REpower MD 70-1500 kW	2003	1050 kW Nennleist. Rotor.	65	70	32511203	6038480	in Betrieb
Nordfriesland	Wester-Ohrstedt	0002 - WKA Typ REpower MD 70-1500 kW	2003	1050 kW Nennleist. Rotor.	65	70	32511165	6038942	in Betrieb
Nordfriesland	Wester-Ohrstedt	0007 - WKA 3 Senvion 3.4M114NES		3400 kW Nennleist. Rotor.	93	114	32511209	6038540	im Gen.Verf.
Nordfriesland	Wester-Ohrstedt	0005 - WKA 1 Senvion 3.4M114NES		3400 kW Nennleist. Rotor.	93	114	32510937	6039090	im Gen.Verf.
Nordfriesland	Wester-Ohrstedt	0008 - WKA 4 Senvion 3.4M114NES		3400 kW Nennleist. Rotor.	93	114	32511176	6038174	im Gen.Verf.
Nordfriesland	Wester-Ohrstedt	0001 - WKA REpower MM 82 - 80082	2004	2000 kW Nennleist. Rotor.	59	82	32511209	6038207	in Betrieb
Nordfriesland	Westre	0001 - WKA 17  Siemens SWT DD-130		4300 kW Nennleist. Rotor.	115	130	32498443	6082792	vor Inbetriebnahme
Nordfriesland	Westre	0003 - WKA 18 Siemens SWT 3.2-113		3200 kW Nennleist. Rotor.	92,5	113	32499487	6082246	vor Inbetriebnahme
Nordfriesland	Westre	0004 - WKA 19 Siemens SWT 3.2-113		3200 kW Nennleist. Rotor.	92,5	113	32499918	6082108	vor Inbetriebnahme
Nordfriesland	Westre	0002 - WKA-Nr.8, REpower 6 M, 6000 kW - 600003	2008	6000 kW Nennleist. Rotor.	100	126	32499073	6082208	in Betrieb
Nordfriesland	Westre	0001 - WKA-Nr.7, REpower 6 M, 6000 kW - 600001	2008	6000 kW Nennleist. Rotor.	100	126	32498597	6082432	in Betrieb
Nordfriesland	Westre	0003 - WKA-Nr.9, REpower 6 M, 6000 kW - 600002	2008	6000 kW Nennleist. Rotor.	100	126	32500215	6081841	in Betrieb
Nordfriesland	Winnert	0001 - WKA 1 Senvion 3.6 M114 NES - 301650	2018	3600 kW Nennleist. Rotor.	93	114	32513430	6032985	in Betrieb
Nordfriesland	Winnert	0002 - WKA 2 Senvion 3.6 M114 NES - 301651	2018	3600 kW Nennleist. Rotor.	93	114	32513795	6032981	in Betrieb
Nordfriesland	Winnert	0001 - WKA Typ Enercon E103 TES		2350 kW Nennleist. Rotor.	98	103	32514022	6032858	im Gen.Verf.
Nordfriesland	Winnert	0001 - WKA HSW 1000/57	2002	1000 kW Nennleist. Rotor.	55	57	32512216	6032896	in Betrieb
Nordfriesland	Winnert	0002 - WKA HSW 1000/57	2002	1000 kW Nennleist. Rotor.	55	57	32512153	6032637	in Betrieb
Nordfriesland	Winnert	0002 - WKA Enercon E-58/10.58	2001	1000 kW Nennleist. Rotor.	67	58	32511968	6032915	in Betrieb
Nordfriesland	Winnert	0003 - WKA Enercon E-58/10.58	2001	1000 kW Nennleist. Rotor.	67	58	32511926	6032741	in Betrieb
Nordfriesland	Winnert	0001 - WKA Enercon E-58/10.58	2001	1000 kW Nennleist. Rotor.	67	58	32512221	6033143	in Betrieb
Nordfriesland	Winnert	0001 - WKA Typ Enercon E-70/ E4 - 78501	2006	2000 kW Nennleist. Rotor.	64	71	32512909	6033161	in Betrieb
Nordfriesland	Winnert	0001 - WKA Enercon E-70/E4 2,3 MW - 782765	2009	2300 kW Nennleist. Rotor.	64	70	32513155	6033061	in Betrieb
Nordfriesland	Wittbek	0002 - WKA 2 Senvion 3.4M114		3400 kW Nennleist. Rotor.	93	114	32514326	6038019	im Gen.Verf.
Nordfriesland	Wittbek	0001 - WKA 1 Senvion 3.4M114		3400 kW Nennleist. Rotor.	93	114	32513965	6037636	im Gen.Verf.
Nordfriesland	Wittbek	0010 - WKA 10 Senvion 3.4M114		3400 kW Nennleist. Rotor.	93	114	32516116	6037715	im Gen.Verf.
Nordfriesland	Wittbek	0011 - WKA 11 Senvion 3.4M114		3400 kW Nennleist. Rotor.	93	114	32516558	6037807	im Gen.Verf.
Nordfriesland	Wittbek	0008 - WKA 8 Senvion 3.4M114		3400 kW Nennleist. Rotor.	93	114	32515746	6037881	im Gen.Verf.
Nordfriesland	Wittbek	0009 - WKA 9 Senvion 3.4M114		3400 kW Nennleist. Rotor.	93	114	32515690	6037482	im Gen.Verf.
Nordfriesland	Wittbek	0005 - WKA 5 Senvion 3.4M114		3400 kW Nennleist. Rotor.	93	114	32514561	6037133	im Gen.Verf.
Nordfriesland	Wittbek	0007 - WKA 7 Senvion 3.4M114		3400 kW Nennleist. Rotor.	93	114	32515337	6037885	im Gen.Verf.
Nordfriesland	Wittbek	0006 - WKA 6 Senvion 3.4M114		3400 kW Nennleist. Rotor.	93	114	32514995	6037644	im Gen.Verf.
Nordfriesland	Wittbek	0003 - WKA 3 Senvion 3.4M114		3400 kW Nennleist. Rotor.	93	114	32514646	6037846	im Gen.Verf.
Nordfriesland	Wittbek	0004 - WKA 4 Senvion 3.4M114		3400 kW Nennleist. Rotor.	93	114	32514424	6037473	im Gen.Verf.
Nordfriesland	Wittbek	0002 - WKA Enercon E-48 - E482113	2016	800 kW Nennleist. Rotor.	55,6	48	32518735	6035714	in Betrieb
Nordfriesland	Wittbek	0003 - WKA 3 Senvion  3.2M114 Nr.300889	2015	3200 kW Nennleist. Rotor.	93	114	32511889	6036817	in Betrieb
Nordfriesland	Wittbek	0002 - WKA 2 Senvion  3.4M104 Nr.300891	2015	3400 kW Nennleist. Rotor.	98	104	32511526	6036698	in Betrieb
Nordfriesland	Wittbek	0004 - WKA 4 Senvion 3.2M114 Nr.300890	2015	3200 kW Nennleist. Rotor.	93	114	32512110	6036548	in Betrieb
Nordfriesland	Wittbek	0001 - WKA 1 Senvion  3.4M104 Nr.300892	2015	3400 kW Nennleist. Rotor.	98	104	32511601	6036960	in Betrieb
Nordfriesland	Wittbek	0001 - WKA Vestas V112 3.3 MW V209893	2015	3300 kW Nennleist. Rotor.	94	112	32511323	6037023	in Betrieb
Nordfriesland	Wittbek	0001 - WKA Vestas V112 3.3 MW Nr 209892	2015	3300 kW Nennleist. Rotor.	94	112	32511183	6037482	in Betrieb
Nordfriesland	Galmsbüll	0004 - WKA Nordex N133		4800 kW Nennleist. Rotor.	83	133	32485260	6066685	im Gen.Verf.
Nordfriesland	Galmsbüll	0003 - WKA Nordex N117		4800 kW Nennleist. Rotor.	91	117	32484408	6069189	im Gen.Verf.
Nordfriesland	Galmsbüll	0001 - WKA Nordex N133		4800 kW Nennleist. Rotor.	83	133	32486783	6069450	im Gen.Verf.
Nordfriesland	Galmsbüll	0002 - WKA Nordex N133		4800 kW Nennleist. Rotor.	83	133	32486603	6069020	im Gen.Verf.
Nordfriesland	Galmsbüll	0002 - WKA REpower 3,3 M SN R 300004	2010	3300 kW Nennleist. Rotor.	80	104	32484634	6068595	in Betrieb
Nordfriesland	Galmsbüll	0001 - WKA REpower 3,3 M SN R 300003	2009	3300 kW Nennleist. Rotor.	80	104	32484596	6068952	in Betrieb
Nordfriesland	Galmsbüll	0003 - WKA REpower 3,3 M SN R 300005	2009	3300 kW Nennleist. Rotor.	80	104	32484333	6068721	in Betrieb
Nordfriesland	Galmsbüll	0001 - WKA Typ Enercon E-82 2 MW - SN 82172	2007	2000 kW Nennleist. Rotor.	78,3	103,6	32486021	6071183	in Betrieb
Nordfriesland	Galmsbüll	0002 - WKA Typ Enercon E-82 2 MW - SN 82173	2007	2000 kW Nennleist. Rotor.	78,3	82	32486282	6071137	in Betrieb
Nordfriesland	Galmsbüll	0007 - WKA Typ Siemens SWT-3.6-107 SN: 3600-112-7	2006	3600 kW Nennleist. Rotor.	80	107	32480412	6071136	in Betrieb
Nordfriesland	Galmsbüll	0006 - WKA Typ Siemens SWT-3.6-107 SN: 3600-113-6	2006	3600 kW Nennleist. Rotor.	80	107	32480551	6070845	in Betrieb
Nordfriesland	Galmsbüll	0005 - WKA Typ Siemens SWT-3.6-107 SN: 3600-114-5	2006	3600 kW Nennleist. Rotor.	80	107	32480739	6070585	in Betrieb
Nordfriesland	Galmsbüll	0004 - WKA Typ Siemens SWT-3.6-107 SN: 3600-108-4	2006	3600 kW Nennleist. Rotor.	80	107	32480879	6070296	in Betrieb
Nordfriesland	Galmsbüll	0003 - WKA Typ Siemens SWT-3.6-107 SN: 3600-109-3	2006	3600 kW Nennleist. Rotor.	80	107	32481084	6070825	in Betrieb
Nordfriesland	Galmsbüll	0001 - WKA Typ Siemens SWT-3.6-107 SN: 3600-111-1	2006	3600 kW Nennleist. Rotor.	80	107	32481363	6070248	in Betrieb
Nordfriesland	Galmsbüll	0002 - WKA Typ Siemens SWT-3.6-107 SN: 3600-110-2	2006	3600 kW Nennleist. Rotor.	80	107	32481224	6070539	in Betrieb
Nordfriesland	Galmsbüll	0006 - WKA Typ Siemens SWT-2.3-93 SN: 2300-1265-06	2007	2300 kW Nennleist. Rotor.	80	93	32483887	6072396	in Betrieb
Nordfriesland	Galmsbüll	0007 - WKA Typ Siemens SWT-2.3-93 SN: 2300-1266-07	2007	2300 kW Nennleist. Rotor.	80	93	32483834	6072041	in Betrieb
Nordfriesland	Galmsbüll	0005 - WKA Typ Siemens SWT-2.3-93 SN: 2300-1267-05	2007	2300 kW Nennleist. Rotor.	80	93	32483662	6072570	in Betrieb
Nordfriesland	Galmsbüll	0001 - WKA Typ Siemens SWT-2.3-93 SN: 2300-1268-01	2007	2300 kW Nennleist. Rotor.	80	93	32483114	6072655	in Betrieb
Nordfriesland	Galmsbüll	0002 - WKA Typ Siemens SWT-2.3-93 SN: 2300-1270-02	2007	2300 kW Nennleist. Rotor.	80	93	32483073	6072392	in Betrieb
Nordfriesland	Galmsbüll	0003 - WKA Typ Siemens SWT-2.3-93 SN: 2300-1271-03	2007	2300 kW Nennleist. Rotor.	80	93	32483420	6072421	in Betrieb
Nordfriesland	Galmsbüll	0004 - WKA Typ Siemens SWT-2.3-93 SN: 2300-1269-04	2007	2300 kW Nennleist. Rotor.	80	93	32483644	6072240	in Betrieb
Nordfriesland	Galmsbüll	0001 - WKA Typ Enercon E-82 2 MW - 82175	2007	2000 kW Nennleist. Rotor.	78,3	82	32486162	6069058	in Betrieb
Nordfriesland	Galmsbüll	0002 - WKA Typ Enercon E-82 3 MW - 82174	2007	3000 kW Nennleist. Rotor.	78,3	82	32486211	6068673	in Betrieb
Nordfriesland	Galmsbüll	0008 - WKA Typ Siemens SWT-3.6-120 - 360126708	2011	3600 kW Nennleist. Rotor.	90	120	32481482	6069977	in Betrieb
Nordfriesland	Galmsbüll	0003 - WKA 10 Typ Siemens SWT-3.6-120 Nr. 3601568	2014	3600 kW Nennleist. Rotor.	89,5	120,0	32482999	6072976	in Betrieb
Nordfriesland	Galmsbüll	0005 - WKA 12 Typ Siemens SWT-3.6-120 Nr. 3601570	2014	3600 kW Nennleist. Rotor.	89,5	120,0	32484369	6072374	in Betrieb
Nordfriesland	Galmsbüll	0001 - WKA 8 Typ Siemens SWT-3.6-120 Nr. 3601566	2014	3600 kW Nennleist. Rotor.	89,5	120,0	32482667	6072288	in Betrieb
Nordfriesland	Galmsbüll	0002 - WKA 9 Typ Siemens SWT-3.6-120 Nr. 3601567	2014	3600 kW Nennleist. Rotor.	89,5	120,0	32482730	6072681	in Betrieb
Nordfriesland	Galmsbüll	0004 - WKA 11 Typ Siemens SWT-3.6-120 Nr. 3601569	2014	3600 kW Nennleist. Rotor.	89,5	120,0	32483434	6072912	in Betrieb
Nordfriesland	Galmsbüll	0006 - WKA 13 Typ Siemens SWT-3.6-120 Nr. 3601571	2014	3600 kW Nennleist. Rotor.	89,5	120,0	32484373	6071930	in Betrieb
Nordfriesland	Emmelsbüll-Horsbüll	0002 - WKA 2 Senvion 3.4 M Nr. 301122	2016	3400 kW Nennleist. Rotor.	93	114	32480616	6076576	in Betrieb
Nordfriesland	Emmelsbüll-Horsbüll	0001 - WKA 1 Senvion 3.4 M Nr. 301121	2016	3400 kW Nennleist. Rotor.	93	114	32480897	6076782	in Betrieb
Nordfriesland	Emmelsbüll-Horsbüll	0003 - WKA 3 Senvion 3.4 M Nr. 301123	2016	3400 kW Nennleist. Rotor.	93	114	32480920	6076364	in Betrieb
Nordfriesland	Emmelsbüll-Horsbüll	0002 - WKA Nordex N100/3300		3300 kW Nennleist. Rotor.	100	100	32478843	6076638	im Gen.Verf.
Nordfriesland	Emmelsbüll-Horsbüll	0003 - WKA Nordex N100/3300		3300 kW Nennleist. Rotor.	75	100	32478986	6076877	im Gen.Verf.
Nordfriesland	Emmelsbüll-Horsbüll	0001 - WKA Nordex N100/3300		3300 kW Nennleist. Rotor.	75	100	32478745	6076380	im Gen.Verf.
Nordfriesland	Emmelsbüll-Horsbüll	0002 - WKA REpower MM 82 - 82615-01	2013	2000 kW Nennleist. Rotor.	59	82	32477677	6077310	in Betrieb
Nordfriesland	Emmelsbüll-Horsbüll	0012 - WKA REpower MM 82 - 80983	2009	2000 kW Nennleist. Rotor.	65	82	32478173	6074173	in Betrieb
Nordfriesland	Emmelsbüll-Horsbüll	0013 - WKA REpower MM 82 - 80982	2009	2000 kW Nennleist. Rotor.	65	82	32478275	6073841	in Betrieb
Nordfriesland	Emmelsbüll-Horsbüll	0011 - WKA REpower MM 82 - 80981	2009	2000 kW Nennleist. Rotor.	65	82	32478357	6074486	in Betrieb
Nordfriesland	Emmelsbüll-Horsbüll	0001 - WKA REpower MM 82 - 80389	2006	2000 kW Nennleist. Rotor.	59	82	32477675	6077085	in Betrieb
Nordfriesland	Emmelsbüll-Horsbüll	0011 - WKA Enercon E-70/E4 - 783188	2010	2300 kW Nennleist. Rotor.	64	71	32478409	6072782	in Betrieb
Nordfriesland	Emmelsbüll-Horsbüll	0012 - WKA Enercon E-70/E4 - 783189	2010	2300 kW Nennleist. Rotor.	64	71	32478859	6072621	in Betrieb
Nordfriesland	Emmelsbüll-Horsbüll	0001 - WKA Repower MM 82- 80547	2007	2000 kW Nennleist. Rotor.	59	82	32477602	6077521	in Betrieb
Nordfriesland	Emmelsbüll-Horsbüll	0002 - WKA Repower MM 82 - 80547	2007	2000 kW Nennleist. Rotor.	59	82	32477920	6077485	in Betrieb
Nordfriesland	Emmelsbüll-Horsbüll	0008 - WKA 8 Senvion 3.4M104 Nr. 301358	2017	3400 kW Nennleist. Rotor.	98	104	32483103	6074575	in Betrieb
Nordfriesland	Emmelsbüll-Horsbüll	0007 - WKA 7 Senvion 3.2 M 114 VG Nr.300933	2015	3200 kW Nennleist. Rotor.	93	114	32484212	6073735	in Betrieb
Nordfriesland	Emmelsbüll-Horsbüll	0001 - WKA 1 REpower 3.4 M 104 Nr.300618	2014	3400 kW Nennleist. Rotor.	98	104	32483101	6074213	in Betrieb
Nordfriesland	Emmelsbüll-Horsbüll	0002 - WKA 2 REpower 3.4 M 104 Nr.300716	2014	3400 kW Nennleist. Rotor.	98	104	32483002	6074830	in Betrieb
Nordfriesland	Emmelsbüll-Horsbüll	0003 - WKA 3 REpower 3.4 M 104 Nr.300717	2014	3400 kW Nennleist. Rotor.	98	104	32483316	6074888	in Betrieb
Nordfriesland	Emmelsbüll-Horsbüll	0004 - WKA 4 REpower 3.4 M 104Nr.300619	2014	3400 kW Nennleist. Rotor.	98	104	32483376	6074560	in Betrieb
Nordfriesland	Emmelsbüll-Horsbüll	0005 - WKA 5 REpower 3.4 M 104 Nr.300617	2014	3400 kW Nennleist. Rotor.	98	104	32483647	6074371	in Betrieb
Nordfriesland	Emmelsbüll-Horsbüll	0006 - WKA 6 REpower 3.4M104 Nr. 300616	2014	3400 kW Nennleist. Rotor.	98	104	32483965	6074221	in Betrieb
Nordfriesland	Enge-Sande	0010 - WKA 10 Siemens SWT-3.2-113		3300 kW Nennleist. Rotor.	93,5	113	32503682	6062345	im Gen.Verf.
Nordfriesland	Enge-Sande	0004 - WKA 6 Siemens SWT-3.6-130 Nr. 3600-1735-06	2017	3600 kW Nennleist. Rotor.	115	130	32501885	6063507	in Betrieb
Nordfriesland	Enge-Sande	0003 - WKA 5 Siemens SWT-3.6-130 Nr. S-3600-1735-05	2017	3600 kW Nennleist. Rotor.	115	130	32501448	6063378	in Betrieb
Nordfriesland	Enge-Sande	0009 - WKA 9 Siemens SWT-3.2-113		3300 kW Nennleist. Rotor.	93,5	113	32503787	6062804	vor Inbetriebnahme
Nordfriesland	Enge-Sande	0011 - WKA 11 Siemens SWT-3.2-113		3300 kW Nennleist. Rotor.	93,5	113	32503923	6062539	vor Inbetriebnahme
Nordfriesland	Enge-Sande	0012 - WKA 12 Siemens SWT-3.2-113		3300 kW Nennleist. Rotor.	93,5	113	32503411	6062780	vor Inbetriebnahme
Nordfriesland	Enge-Sande	0002 - WKA Siemens SWT-3.6-120 Nr. S-3600-1266-03	2011	3600 kW Nennleist. Rotor.	90	120	32501994	6063107	in Betrieb
Nordfriesland	Enge-Sande	0001 - WKA Siemens SWT-3.0-101 Nr. S-3000-141-01	2011	3000 kW Nennleist. Rotor.	79,5	101	32501859	6062810	in Betrieb
Nordfriesland	Enge-Sande	0003 - WKA Siemens SWT-3.6-120 Nr. S-3600-1265-02	2011	3600 kW Nennleist. Rotor.	90	120	32501557	6063004	in Betrieb
Nordfriesland	Enge-Sande	0004 - WKA Siemens SWT-3.0-101 Nr.S-3000-142-04	2012	3000 kW Nennleist. Rotor.	79,5	101	32501653	6062502	in Betrieb
Ostholstein	Ahrensbök	0001 - 1 WKA Vestas V117-3.0		3000 kW Nennleist. Rotor.	116,5	118	32597703	5983527	im Gen.Verf.
Ostholstein	Ahrensbök	0003 - 1 WKA Vestas V117-3.0		3000 kW Nennleist. Rotor.	116,5	118	32598268	5983109	im Gen.Verf.
Ostholstein	Ahrensbök	0002 - 1 WKA Vestas V117-3.0		3000 kW Nennleist. Rotor.	116,5	118	32598175	5983466	im Gen.Verf.
Ostholstein	Ahrensbök	0001 - 1 WKA Siemens SWT-3.2-113 - 3.2 MW		3200 kW Nennleist. Rotor.	127,5	113	32605812	5989324	im Gen.Verf.
Ostholstein	Ahrensbök	0002 - 1 WKA Vestas V 66 - 1,65 MW	2002	1650 kW Nennleist. Rotor.	67	66	32607481	5984958	in Betrieb
Ostholstein	Ahrensbök	0001 - 1 WKA Vestas V 66 - 1,65 MW	2001	1650 kW Nennleist. Rotor.	67	66	32607846	5984914	in Betrieb
Ostholstein	Ahrensbök	0005 - 1 WKA Vestas V 66 - 1,65 MW	2002	1650 kW Nennleist. Rotor.	67	66	32606898	5985572	in Betrieb
Ostholstein	Ahrensbök	0003 - 1 WKA Vestas V 66 - 1,65 MW	2002	1650 kW Nennleist. Rotor.	67	66	32607137	5985021	in Betrieb
Ostholstein	Ahrensbök	0004 - 1 WKA Vestas V 66 - 1,65 MW	2002	1650 kW Nennleist. Rotor.	67	66	32607072	5985280	in Betrieb
Ostholstein	Ahrensbök	0001 - 1 WKA Vestas V 52 - 850 kW	2002	850 kW Nennleist. Rotor.	74	52	32607493	5984644	in Betrieb
Ostholstein	Ahrensbök	0001 - 1 WKA Vestas V 52 - 850 kW	2002	850 kW Nennleist. Rotor.	74	52	32607782	5984649	in Betrieb
Ostholstein	Ahrensbök	0005 - WKA 5 Senvion MM100 - 2 MW		2000 kW Nennleist. Rotor.	100	100	32601703	5980207	vor Inbetriebnahme
Ostholstein	Ahrensbök	0007 - WKA 7 Senvion MM100 - 2 MW	2017	2000 kW Nennleist. Rotor.	100	100	32601687	5979837	in Betrieb
Ostholstein	Ahrensbök	0006 - WKA 6 Senvion MM100 - 2 MW	2017	2000 kW Nennleist. Rotor.	100	100	32601335	5979815	in Betrieb
Ostholstein	Ahrensbök	0003 - WKA 3 Senvion MM100 - 2 MW		2000 kW Nennleist. Rotor.	100,00	100,00	32601503	5980917	im Gen.Verf.
Ostholstein	Ahrensbök	0008 - WKA 8 Senvion MM100 - 2 MW	2017	2000 kW Nennleist. Rotor.	100	100	32602017	5979960	in Betrieb
Ostholstein	Ahrensbök	0004 - WKA 4 Senvion MM100 - 2 MW	2017	2000 kW Nennleist. Rotor.	100	100	32601386	5980196	in Betrieb
Ostholstein	Ahrensbök	0001 - WKA 1 Senvion MM100 - 2 MW		2000 kW Nennleist. Rotor.	100,00	100,00	32601437	5981241	im Gen.Verf.
Ostholstein	Ahrensbök	0009 - WKA 9 Senvion MM100 - 2 MW		2000 kW Nennleist. Rotor.	100	100	32602271	5980097	vor Inbetriebnahme
Ostholstein	Ahrensbök	0002 - WKA 2 Senvion MM100 - 2 MW		2000 kW Nennleist. Rotor.	100,00	100,00	32601773	5981208	im Gen.Verf.
Ostholstein	Altenkrempe	0003 - 1 WKA Senvion 3.4M 114 NES	2017	3400 kW Nennleist. Rotor.	93	114	32619214	6003644	in Betrieb
Ostholstein	Altenkrempe	0004 - 1 WKA Senvion 3.4M 114 NES	2017	3400 kW Nennleist. Rotor.	93	114	32619017	6003353	in Betrieb
Ostholstein	Altenkrempe	0002 - 1 WKA Senvion 3.4M 114 NES	2017	3400 kW Nennleist. Rotor.	93	114	32619455	6003884	in Betrieb
Ostholstein	Altenkrempe	0005 - 1 WKA Senvion 3.4M 114 NES	2017	3400 kW Nennleist. Rotor.	93	114	32619523	6003511	in Betrieb
Ostholstein	Beschendorf	0002 - 1 WKA  AN BONUS - 1,3 MW/62-68	2003	1300 kW Nennleist. Rotor.	68	62	32623272	6006252	in Betrieb
Ostholstein	Beschendorf	0001 - 1 WKA  AN BONUS - 1,3 MW/62-68	2003	1300 kW Nennleist. Rotor.	68	62	32623031	6006434	in Betrieb
Ostholstein	Beschendorf	0001 - 1 WKA Enercon  E-66/18.70 - 1,8 MW	2003	1800 kW Nennleist. Rotor.	65	70	32622851	6006825	in Betrieb
